,Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type,Sales Outlier
1102,12,115,51,52,419,30,110,40,2019-07-31,Central,Ontario,Ottawa,971,Small Market,Espresso,Caffe Latte,Regular,Normal
1103,13,49,20,16,808,20,50,20,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1104,15,51,20,16,814,20,50,20,2019-07-31,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Green Tea,Regular,Normal
1105,16,57,23,18,868,40,50,10,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Lemon,Decaf,Normal
1106,16,100,43,41,388,20,90,40,2019-07-31,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1107,16,100,43,41,388,40,120,50,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Colombian,Regular,Normal
1108,16,57,23,18,868,30,60,20,2019-07-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Tea,Darjeeling,Regular,Normal
1109,16,57,23,18,868,40,70,20,2019-07-31,Central,Quebec,Sherbrooke,405,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1110,17,61,25,19,854,20,50,20,2019-07-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1111,17,103,44,42,258,30,70,20,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Earl Grey,Regular,Normal
1112,17,61,25,19,854,30,60,20,2019-07-31,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Darjeeling,Regular,Normal
1113,17,61,25,19,854,30,60,20,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Amaretto,Regular,Normal
1114,17,103,44,42,258,30,90,30,2019-07-31,North,Nunavut,Rankin Inlet,636,Small Market,Tea,Darjeeling,Regular,Normal
1115,17,61,25,19,854,20,50,20,2019-07-31,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular,Normal
1116,18,85,34,33,432,30,80,30,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Coffee,Colombian,Regular,Normal
1117,18,103,44,41,258,20,80,30,2019-07-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1118,18,133,59,56,403,20,130,60,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular,Normal
1119,18,133,59,56,403,20,120,50,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1120,18,85,34,33,432,40,100,40,2019-07-31,Central,Ontario,Kitchener,503,Large Market,Coffee,Decaf Irish Cream,Decaf,Normal
1121,19,85,34,32,432,30,80,30,2019-07-31,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Lemon,Decaf,Normal
1122,19,133,59,55,403,30,130,50,2019-07-31,Central,Quebec,Sherbrooke,405,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1123,19,133,59,55,403,30,100,40,2019-07-31,Prairie,Saskatchewan,Saskatoon,904,Major Market,Herbal Tea,Lemon,Decaf,Normal
1124,20,110,47,43,420,30,100,40,2019-07-31,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1125,20,110,47,43,420,40,110,40,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular,Normal
1126,20,90,36,34,462,30,60,20,2019-07-31,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Earl Grey,Regular,Normal
1127,20,110,47,43,420,30,100,40,2019-07-31,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Mocha,Regular,Normal
1128,21,110,47,42,420,20,90,40,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Mint,Decaf,Normal
1129,21,90,36,33,462,10,70,30,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Darjeeling,Regular,Normal
1130,21,90,36,33,462,20,70,30,2019-07-31,North,Yukon,Whitehorse,225,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1131,23,109,50,36,1051,20,90,40,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Tea,Earl Grey,Regular,Normal
1132,24,74,30,20,829,40,60,20,2019-07-31,Central,Ontario,Kitchener,503,Large Market,Herbal Tea,Chamomile,Decaf,Normal
1133,27,94,41,26,592,30,80,30,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Tea,Green Tea,Regular,Normal
1134,27,94,41,26,592,30,80,30,2019-07-31,Central,Ontario,Kitchener,503,Large Market,Herbal Tea,Lemon,Decaf,Normal
1135,28,94,41,25,592,40,110,50,2019-07-31,Central,Quebec,Sherbrooke,580,Small Market,Coffee,Colombian,Regular,Normal
1136,29,104,39,36,380,40,90,30,2019-07-31,Atlantic,Newfoundland,Paradise,2900,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1137,29,104,39,36,380,30,70,20,2019-07-31,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Darjeeling,Regular,Normal
1138,30,131,52,49,-456,40,110,40,2019-07-31,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Latte,Regular,Normal
1139,30,131,52,49,668,20,80,30,2019-07-31,West,British Columbia,Victoria,690,Major Market,Tea,Green Tea,Regular,Normal
1140,30,104,39,35,380,30,80,30,2019-07-31,North,Yukon,Whitehorse,225,Small Market,Espresso,Caffe Mocha,Regular,Normal
1141,31,131,52,48,668,50,150,60,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1142,31,169,76,62,613,70,210,90,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1143,31,87,35,21,894,40,80,30,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1144,31,43,0,12,559,30,40,0,2019-07-31,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Green Tea,Regular,Normal
1145,31,43,0,12,559,40,50,0,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1146,31,297,124,142,717,100,370,150,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1147,31,169,76,62,613,40,170,80,2019-07-31,North,Nunavut,Rankin Inlet,636,Small Market,Coffee,Colombian,Regular,Normal
1148,31,131,52,48,668,30,110,40,2019-07-31,Central,Quebec,Montreal,815,Major Market,Tea,Earl Grey,Regular,Normal
1149,31,169,76,62,613,40,160,70,2019-07-31,North,Yukon,Whitehorse,318,Small Market,Herbal Tea,Lemon,Decaf,Normal
1150,32,87,35,20,894,50,90,30,2019-07-31,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Darjeeling,Regular,Normal
1151,32,169,76,61,613,40,130,50,2019-07-31,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Lemon,Decaf,Normal
1152,32,132,60,40,1070,60,160,70,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Amaretto,Regular,Normal
1153,32,106,46,28,587,40,100,40,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Mocha,Regular,Normal
1154,32,297,124,141,717,60,310,130,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular,Normal
1155,32,87,35,20,894,40,100,40,2019-07-31,North,Nunavut,Pangnirtung,573,Small Market,Espresso,Caffe Mocha,Regular,Normal
1156,32,132,60,40,1070,40,130,60,2019-07-31,North,Nunavut,Iqaluit,314,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1157,32,43,0,11,559,30,40,0,2019-07-31,Central,Ontario,Waterloo,702,Small Market,Espresso,Caffe Latte,Regular,Normal
1158,32,297,124,141,717,60,290,110,2019-07-31,Central,Quebec,Sherbrooke,405,Small Market,Herbal Tea,Lemon,Decaf,Normal
1159,32,297,124,141,717,60,290,110,2019-07-31,Prairie,Saskatchewan,Saskatoon,386,Major Market,Espresso,Caffe Mocha,Regular,Normal
1160,32,106,46,28,587,40,100,40,2019-07-31,North,Yukon,Whitehorse,318,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1161,33,132,60,39,1070,40,100,40,2019-07-31,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Mint,Decaf,Normal
1162,35,96,39,22,845,50,110,40,2019-07-31,North,Nunavut,Iqaluit,314,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1163,36,96,39,21,845,50,90,30,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Latte,Regular,Normal
1164,36,115,50,29,587,60,130,50,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1165,36,115,50,29,587,50,110,40,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Latte,Regular,Normal
1166,36,115,50,29,587,30,80,30,2019-07-31,Prairie,Saskatchewan,Saskatoon,863,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1167,36,99,40,23,843,50,120,50,2019-07-31,North,Yukon,Whitehorse,318,Small Market,Coffee,Colombian,Regular,Normal
1168,37,99,40,22,843,50,80,30,2019-07-31,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Lemon,Decaf,Normal
1169,41,110,45,24,885,50,110,40,2019-07-31,Prairie,Saskatchewan,Saskatoon,386,Major Market,Tea,Darjeeling,Regular,Normal
1170,43,160,64,53,467,60,150,60,2019-07-31,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Colombian,Regular,Normal
1171,44,160,64,52,467,70,200,80,2019-07-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Colombian,Regular,Normal
1172,44,160,64,52,467,60,140,50,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Lemon,Decaf,Normal
1173,45,387,162,180,943,60,370,150,2019-07-31,West,British Columbia,Victoria,690,Major Market,Espresso,Caffe Mocha,Regular,Normal
1174,45,387,162,180,943,70,340,130,2019-07-31,Central,Ontario,Kingston,738,Medium Market,Herbal Tea,Chamomile,Decaf,Normal
1175,48,151,61,42,329,60,130,50,2019-07-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1176,49,151,61,41,329,70,140,50,2019-07-31,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Amaretto,Regular,Normal
1177,55,189,86,48,1081,50,140,60,2019-07-31,Prairie,Saskatchewan,Saskatoon,904,Major Market,Herbal Tea,Mint,Decaf,Normal
1178,56,189,86,47,1081,90,220,90,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Caffe Mocha,Regular,Normal
1179,56,189,86,47,1081,70,180,80,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1180,58,144,59,27,870,60,120,50,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf,Normal
1181,58,144,59,27,870,70,150,60,2019-07-31,Prairie,Saskatchewan,Saskatoon,954,Major Market,Tea,Green Tea,Regular,Normal
1182,58,144,59,27,870,90,180,70,2019-07-31,North,Yukon,Whitehorse,318,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1183,71,199,87,41,564,80,200,90,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Coffee,Colombian,Regular,Normal
1184,71,199,87,41,564,110,240,100,2019-07-31,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1185,71,227,97,59,575,80,230,100,2019-07-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1186,71,227,97,59,575,80,220,90,2019-07-31,Prairie,Saskatchewan,Saskatoon,863,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1187,72,199,87,40,564,70,170,70,2019-07-31,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Mint,Decaf,Normal
1188,72,199,87,40,564,70,170,70,2019-07-31,Central,Quebec,Montreal,312,Major Market,Herbal Tea,Lemon,Decaf,Normal
1189,75,225,90,60,1148,90,210,80,2019-07-31,Prairie,Manitoba,Brandon,1200,Small Market,Coffee,Colombian,Regular,Normal
1190,75,225,90,60,1148,80,190,70,2019-07-31,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1191,75,211,86,50,463,120,260,100,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular,Normal
1192,81,291,145,65,1304,80,250,120,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1193,81,291,145,65,1304,120,340,160,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular,Normal
1194,81,291,145,65,1304,100,280,130,2019-07-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Espresso,Regular Espresso,Regular,Normal
1195,81,291,145,65,1304,90,270,130,2019-07-31,Central,Ontario,Ottawa,541,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1196,98,230,94,38,608,140,270,100,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Espresso,Caffe Mocha,Regular,Normal
1197,98,230,94,38,608,90,190,80,2019-07-31,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1198,98,230,94,38,608,80,150,60,2019-07-31,West,British Columbia,Victoria,690,Major Market,Tea,Earl Grey,Regular,Normal
1199,98,230,94,38,608,120,240,90,2019-07-31,Atlantic,PEI,Montague,315,Major Market,Tea,Green Tea,Regular,Normal
1200,99,230,94,37,608,90,200,80,2019-07-31,Central,Quebec,Montreal,815,Major Market,Tea,Darjeeling,Regular,Normal
1201,103,286,114,69,822,100,240,90,2019-07-31,Central,Quebec,Sherbrooke,580,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1202,104,286,114,68,822,100,250,90,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Tea,Darjeeling,Regular,Normal
1203,104,286,114,68,822,80,190,70,2019-07-31,Central,Ontario,Kitchener,503,Large Market,Tea,Earl Grey,Regular,Normal
1204,104,286,114,68,822,120,270,100,2019-07-31,Prairie,Saskatchewan,Saskatoon,904,Major Market,Coffee,Colombian,Regular,Normal
1205,111,256,104,41,952,120,260,110,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Coffee,Amaretto,Regular,Normal
1206,111,256,104,41,952,120,270,110,2019-07-31,Atlantic,PEI,Montague,518,Major Market,Tea,Earl Grey,Regular,Normal
1207,111,256,104,41,952,120,220,80,2019-07-31,Central,Quebec,Montreal,312,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1208,112,256,104,40,952,120,220,80,2019-07-31,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Mocha,Regular,Normal
1209,112,256,104,40,952,100,170,60,2019-07-31,West,British Columbia,Victoria,690,Major Market,Tea,Darjeeling,Regular,Normal
1210,128,336,141,67,692,110,290,120,2019-07-31,West,British Columbia,Kelowna,670,Major Market,Tea,Earl Grey,Regular,Normal
1211,128,336,141,67,-942,110,280,120,2019-07-31,Central,Quebec,Sherbrooke,580,Small Market,Espresso,Caffe Latte,Regular,Normal
1212,129,336,141,66,692,90,220,90,2019-07-31,Central,Ontario,Kitchener,503,Large Market,Tea,Green Tea,Regular,Normal
1213,129,336,141,66,692,130,310,130,2019-07-31,Prairie,Saskatchewan,Saskatoon,727,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1214,138,312,127,47,1007,160,330,130,2019-07-31,Atlantic,PEI,Montague,212,Major Market,Tea,Darjeeling,Regular,Normal
1215,139,312,127,46,1007,150,320,130,2019-07-31,Prairie,Alberta,Calgary,370,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1216,139,312,127,46,1007,150,270,100,2019-07-31,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1217,139,312,127,46,1007,150,270,100,2019-07-31,Central,Quebec,Montreal,815,Major Market,Herbal Tea,Mint,Decaf,Normal
1218,150,376,154,72,833,150,330,130,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Lemon,Decaf,Normal
1219,150,376,154,72,833,150,330,130,2019-07-31,Central,Ontario,Kingston,738,Medium Market,Herbal Tea,Mint,Decaf,Normal
1220,150,376,154,72,833,170,390,160,2019-07-31,Central,Quebec,Montreal,217,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1221,167,532,266,99,1819,170,510,250,2019-07-31,West,British Columbia,Victoria,690,Major Market,Espresso,Caffe Latte,Regular,Outlier
1222,167,532,266,99,1819,150,460,220,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular,Outlier
1223,168,532,266,98,1819,130,360,170,2019-07-31,Central,Ontario,Waterloo,775,Small Market,Tea,Earl Grey,Regular,Outlier
1224,168,532,266,98,1819,220,620,300,2019-07-31,Central,Quebec,Montreal,312,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
1225,182,546,266,98,1355,190,530,250,2019-07-31,Atlantic,PEI,Charlottetown,585,Major Market,Espresso,Regular Espresso,Regular,Outlier
1226,197,602,270,135,1834,170,520,230,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular,Outlier
1227,205,567,260,102,1319,200,490,220,2019-07-31,West,British Columbia,Victoria,690,Major Market,Herbal Tea,Lemon,Decaf,Outlier
1228,206,567,260,101,1319,290,700,320,2019-07-31,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Colombian,Regular,Outlier
1229,208,567,238,121,1190,200,490,200,2019-07-31,Central,Ontario,Kingston,738,Medium Market,Herbal Tea,Lemon,Decaf,Outlier
1230,208,567,238,121,1190,230,590,250,2019-07-31,Central,Quebec,Montreal,312,Major Market,Coffee,Colombian,Regular,Outlier
1231,258,678,291,129,1742,240,590,250,2019-07-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Chamomile,Decaf,Outlier
1232,258,678,291,129,1742,190,460,190,2019-07-31,Central,Ontario,Kingston,738,Medium Market,Tea,Darjeeling,Regular,Outlier
1233,259,678,291,128,1742,260,650,270,2019-07-31,West,British Columbia,Victoria,690,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
1234,259,678,291,128,1742,340,800,330,2019-07-31,Central,Quebec,Montreal,224,Major Market,Espresso,Caffe Mocha,Regular,Outlier
1235,370,912,364,178,2654,530,1140,450,2019-07-31,West,British Columbia,Victoria,690,Major Market,Coffee,Colombian,Regular,Outlier
1236,370,912,364,178,2654,370,860,340,2019-07-31,Atlantic,PEI,Charlottetown,845,Major Market,Coffee,Colombian,Regular,Outlier
1237,388,793,270,135,1781,310,610,200,2019-07-31,Atlantic,PEI,Montague,516,Major Market,Herbal Tea,Lemon,Decaf,Outlier
1238,564,665,52,49,-1493,560,630,40,2019-07-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Coffee,Colombian,Regular,Outlier
1239,0,21,284,141,5807,-260,0,180,2019-08-31,Central,Ontario,Waterloo,775,Small Market,Tea,Green Tea,Regular,Normal
1240,0,124,311,117,3422,-230,90,230,2019-08-31,Atlantic,PEI,Charlottetown,718,Major Market,Herbal Tea,Mint,Decaf,Normal
1241,0,78,173,189,2615,-260,70,160,2019-08-31,Atlantic,PEI,Summerside,518,Major Market,Espresso,Caffe Mocha,Regular,Normal
1242,0,87,154,72,2105,-150,100,190,2019-08-31,West,British Columbia,Victoria,690,Major Market,Coffee,Amaretto,Regular,Normal
1243,0,166,196,107,3139,-140,200,240,2019-08-31,West,British Columbia,Victoria,690,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1244,0,139,120,61,1439,-30,170,150,2019-08-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1245,0,139,120,60,1439,-30,120,100,2019-08-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Mint,Decaf,Normal
1246,0,139,120,60,1439,-20,120,100,2019-08-31,North,Nunavut,Pangnirtung,573,Small Market,Herbal Tea,Lemon,Decaf,Normal
1247,0,89,37,63,513,10,90,30,2019-08-31,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1248,0,89,37,63,513,20,110,40,2019-08-31,Central,Ontario,Ottawa,541,Small Market,Coffee,Amaretto,Regular,Normal
1249,0,89,37,62,513,0,70,30,2019-08-31,Prairie,Alberta,Calgary,370,Major Market,Herbal Tea,Lemon,Decaf,Normal
1250,0,65,29,45,215,10,40,10,2019-08-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Green Tea,Regular,Normal
1251,0,65,29,45,215,0,60,20,2019-08-31,North,Northwest Territories,Yellowknife,4200,Small Market,Espresso,Regular Espresso,Regular,Normal
1252,0,65,29,45,215,-10,50,20,2019-08-31,North,Nunavut,Rankin Inlet,660,Small Market,Tea,Earl Grey,Regular,Normal
1253,0,105,44,69,617,10,100,40,2019-08-31,Prairie,Manitoba,Brandon,1200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1254,0,65,29,44,-347,0,50,20,2019-08-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Caffe Latte,Regular,Normal
1255,0,105,44,69,617,10,70,20,2019-08-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Green Tea,Regular,Normal
1256,0,105,44,68,617,10,90,30,2019-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular,Normal
1257,0,105,44,68,-508,10,90,30,2019-08-31,North,Yukon,Whitehorse,985,Small Market,Espresso,Caffe Latte,Regular,Normal
1258,1,86,38,47,248,10,60,20,2019-08-31,North,Northwest Territories,Yellowknife,4001,Small Market,Herbal Tea,Lemon,Decaf,Normal
1259,1,151,63,87,332,10,140,60,2019-08-31,North,Northwest Territories,Yellowknife,4200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1260,1,32,14,17,602,10,30,10,2019-08-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1261,1,86,38,47,248,0,70,30,2019-08-31,North,Nunavut,Kugluktuk,417,Small Market,Tea,Green Tea,Regular,Normal
1262,1,86,38,47,248,20,100,40,2019-08-31,Central,Ontario,Waterloo,702,Small Market,Coffee,Colombian,Regular,Normal
1263,2,151,63,86,332,0,120,50,2019-08-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Espresso,Caffe Mocha,Regular,Normal
1264,2,151,63,86,332,10,100,40,2019-08-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Darjeeling,Regular,Normal
1265,2,151,63,86,332,20,130,50,2019-08-31,North,Nunavut,Iqaluit,314,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1266,6,105,37,62,540,20,100,30,2019-08-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Espresso,Caffe Mocha,Regular,Normal
1267,8,109,49,52,414,20,120,50,2019-08-31,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1268,8,114,47,59,474,40,140,50,2019-08-31,Central,Ontario,Ottawa,971,Small Market,Coffee,Colombian,Regular,Normal
1269,9,109,49,51,414,10,90,40,2019-08-31,Prairie,Alberta,Calgary,370,Major Market,Tea,Darjeeling,Regular,Normal
1270,9,41,16,16,484,20,30,10,2019-08-31,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1271,9,41,16,16,484,20,40,10,2019-08-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Tea,Green Tea,Regular,Normal
1272,9,109,49,51,414,20,80,30,2019-08-31,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Herbal Tea,Lemon,Decaf,Normal
1273,9,41,16,16,484,10,20,10,2019-08-31,Central,Ontario,Kitchener,503,Large Market,Tea,Darjeeling,Regular,Normal
